,equity
2020-01-09 20:00:00+00:00,10000.0
2020-01-10 00:00:00+00:00,10000.0
2020-01-10 04:00:00+00:00,10000.0
2020-01-10 08:00:00+00:00,10000.0
2020-01-10 12:00:00+00:00,10000.0
2020-01-10 16:00:00+00:00,10000.0
2020-01-10 20:00:00+00:00,10000.0
2020-01-11 00:00:00+00:00,10000.0
2020-01-11 04:00:00+00:00,10000.0
2020-01-11 08:00:00+00:00,10000.0
2020-01-11 12:00:00+00:00,10000.0
2020-01-11 16:00:00+00:00,10000.0
2020-01-11 20:00:00+00:00,10000.0
2020-01-12 00:00:00+00:00,10000.0
2020-01-12 04:00:00+00:00,10000.0
2020-01-12 08:00:00+00:00,10000.0
2020-01-12 12:00:00+00:00,10000.0
2020-01-12 16:00:00+00:00,10000.0
2020-01-12 20:00:00+00:00,10000.0
2020-01-13 00:00:00+00:00,10000.0
2020-01-13 04:00:00+00:00,10000.0
2020-01-13 08:00:00+00:00,10000.0
2020-01-13 12:00:00+00:00,10000.0
2020-01-13 16:00:00+00:00,10000.0
2020-01-13 20:00:00+00:00,10000.0
2020-01-14 00:00:00+00:00,10000.0
2020-01-14 04:00:00+00:00,10000.0
2020-01-14 08:00:00+00:00,10000.0
2020-01-14 12:00:00+00:00,10000.0
2020-01-14 16:00:00+00:00,10000.0
2020-01-14 20:00:00+00:00,10000.0
2020-01-15 00:00:00+00:00,10000.0
2020-01-15 04:00:00+00:00,10000.0
2020-01-15 08:00:00+00:00,10000.0
2020-01-15 12:00:00+00:00,10000.0
2020-01-15 16:00:00+00:00,10000.0
2020-01-15 20:00:00+00:00,10000.0
2020-01-16 00:00:00+00:00,10000.0
2020-01-16 04:00:00+00:00,10000.0
2020-01-16 08:00:00+00:00,10000.0
2020-01-16 12:00:00+00:00,10000.0
2020-01-16 16:00:00+00:00,10000.0
2020-01-16 20:00:00+00:00,10000.0
2020-01-17 00:00:00+00:00,10000.0
2020-01-17 04:00:00+00:00,10000.0
2020-01-17 08:00:00+00:00,10000.0
2020-01-17 12:00:00+00:00,10000.0
2020-01-17 16:00:00+00:00,10000.0
2020-01-17 20:00:00+00:00,10000.0
2020-01-18 00:00:00+00:00,10000.0
2020-01-18 04:00:00+00:00,10000.0
2020-01-18 08:00:00+00:00,10000.0
2020-01-18 12:00:00+00:00,10000.0
2020-01-18 16:00:00+00:00,10000.0
2020-01-18 20:00:00+00:00,10000.0
2020-01-19 00:00:00+00:00,10000.0
2020-01-19 04:00:00+00:00,10000.0
2020-01-19 08:00:00+00:00,10000.0
2020-01-19 12:00:00+00:00,10000.0
2020-01-19 16:00:00+00:00,10000.0
2020-01-19 20:00:00+00:00,10000.0
2020-01-20 00:00:00+00:00,10000.0
2020-01-20 04:00:00+00:00,10000.0
2020-01-20 08:00:00+00:00,10000.0
2020-01-20 12:00:00+00:00,10000.0
2020-01-20 16:00:00+00:00,10000.0
2020-01-20 20:00:00+00:00,10000.0
2020-01-21 00:00:00+00:00,10000.0
2020-01-21 04:00:00+00:00,10000.0
2020-01-21 08:00:00+00:00,10000.0
2020-01-21 12:00:00+00:00,10000.0
2020-01-21 16:00:00+00:00,10000.0
2020-01-21 20:00:00+00:00,10000.0
2020-01-22 00:00:00+00:00,10000.0
2020-01-22 04:00:00+00:00,10000.0
2020-01-22 08:00:00+00:00,10000.0
2020-01-22 12:00:00+00:00,10000.0
2020-01-22 16:00:00+00:00,10000.0
2020-01-22 20:00:00+00:00,10000.0
2020-01-23 00:00:00+00:00,10000.0
2020-01-23 04:00:00+00:00,10000.0
2020-01-23 08:00:00+00:00,10000.0
2020-01-23 12:00:00+00:00,10000.0
2020-01-23 16:00:00+00:00,10000.0
2020-01-23 20:00:00+00:00,10000.0
2020-01-24 00:00:00+00:00,10000.0
2020-01-24 04:00:00+00:00,10000.0
2020-01-24 08:00:00+00:00,10000.0
2020-01-24 12:00:00+00:00,10000.0
2020-01-24 16:00:00+00:00,10000.0
2020-01-24 20:00:00+00:00,10000.0
2020-01-25 00:00:00+00:00,10000.0
2020-01-25 04:00:00+00:00,10000.0
2020-01-25 08:00:00+00:00,10000.0
2020-01-25 12:00:00+00:00,10000.0
2020-01-25 16:00:00+00:00,10000.0
2020-01-25 20:00:00+00:00,10000.0
2020-01-26 00:00:00+00:00,10000.0
2020-01-26 04:00:00+00:00,10000.0
2020-01-26 08:00:00+00:00,10000.0
2020-01-26 12:00:00+00:00,10000.0
2020-01-26 16:00:00+00:00,10000.0
2020-01-26 20:00:00+00:00,10000.0
2020-01-27 00:00:00+00:00,10037.12923282666
2020-01-27 04:00:00+00:00,10080.763465089967
2020-01-27 08:00:00+00:00,10071.581567724257
2020-01-27 12:00:00+00:00,10130.390833510837
2020-01-27 16:00:00+00:00,10240.971679665994
2020-01-27 20:00:00+00:00,10638.443301784238
2020-01-28 00:00:00+00:00,10578.092427211786
2020-01-28 04:00:00+00:00,11104.99965264981
2020-01-28 08:00:00+00:00,10856.271185833495
2020-01-28 12:00:00+00:00,10946.7893163467
2020-01-28 16:00:00+00:00,10907.275410307735
2020-01-28 20:00:00+00:00,10867.769734249256
2020-01-29 00:00:00+00:00,11122.89599138738
2020-01-29 04:00:00+00:00,10982.70082172365
2020-01-29 08:00:00+00:00,11016.972714988278
2020-01-29 12:00:00+00:00,10960.546747918748
2020-01-29 16:00:00+00:00,10940.96080501931
2020-01-29 20:00:00+00:00,11029.609662929262
2020-01-30 00:00:00+00:00,10951.281443633332
2020-01-30 04:00:00+00:00,10931.303929399952
2020-01-30 08:00:00+00:00,11023.341600840653
2020-01-30 12:00:00+00:00,10863.969861826328
2020-01-30 16:00:00+00:00,10914.102368357006
2020-01-30 20:00:00+00:00,11243.098778275391
2020-01-31 00:00:00+00:00,11265.117998668815
2020-01-31 04:00:00+00:00,11046.524429884277
2020-01-31 08:00:00+00:00,11007.136466868475
2020-01-31 12:00:00+00:00,10904.979623077224
2020-01-31 16:00:00+00:00,10908.96093034785
2020-01-31 20:00:00+00:00,10886.113677883726
2020-02-01 00:00:00+00:00,10915.664594041127
2020-02-01 04:00:00+00:00,10963.993347968742
2020-02-01 08:00:00+00:00,10956.265806325182
2020-02-01 12:00:00+00:00,10909.160244877512
2020-02-01 16:00:00+00:00,10898.296089093312
2020-02-01 20:00:00+00:00,10915.162645949209
2020-02-02 00:00:00+00:00,10926.512923035529
2020-02-02 04:00:00+00:00,10850.603845671458
2020-02-02 08:00:00+00:00,10872.926557130162
2020-02-02 12:00:00+00:00,10873.135471843108
2020-02-02 16:00:00+00:00,10873.135471843108
2020-02-02 20:00:00+00:00,10833.712247277546
2020-02-03 00:00:00+00:00,10761.94257938322
2020-02-03 04:00:00+00:00,10762.171151091137
2020-02-03 08:00:00+00:00,10757.082758339628
2020-02-03 12:00:00+00:00,10752.58524974459
2020-02-03 16:00:00+00:00,10736.43679458736
2020-02-03 20:00:00+00:00,10760.750528029406
2020-02-04 00:00:00+00:00,10769.56682556758
2020-02-04 04:00:00+00:00,10769.56682556758
2020-02-04 08:00:00+00:00,10769.56682556758
2020-02-04 12:00:00+00:00,10769.56682556758
2020-02-04 16:00:00+00:00,10769.56682556758
2020-02-04 20:00:00+00:00,10765.67475683098
2020-02-05 00:00:00+00:00,10764.81809958599
2020-02-05 04:00:00+00:00,10764.81809958599
2020-02-05 08:00:00+00:00,10764.81809958599
2020-02-05 12:00:00+00:00,10764.81809958599
2020-02-05 16:00:00+00:00,10764.81809958599
2020-02-05 20:00:00+00:00,10764.81809958599
2020-02-06 00:00:00+00:00,10764.81809958599
2020-02-06 04:00:00+00:00,10764.81809958599
2020-02-06 08:00:00+00:00,10764.81809958599
2020-02-06 12:00:00+00:00,10764.81809958599
2020-02-06 16:00:00+00:00,10764.81809958599
2020-02-06 20:00:00+00:00,10764.81809958599
2020-02-07 00:00:00+00:00,10776.937523676559
2020-02-07 04:00:00+00:00,10780.092566475883
2020-02-07 08:00:00+00:00,10793.095989637814
2020-02-07 12:00:00+00:00,10797.725638500775
2020-02-07 16:00:00+00:00,10793.598316743446
2020-02-07 20:00:00+00:00,10717.511639783399
2020-02-08 00:00:00+00:00,10748.563180480254
2020-02-08 04:00:00+00:00,10488.546811380349
2020-02-08 08:00:00+00:00,10539.467217970683
2020-02-08 12:00:00+00:00,10623.60276917045
2020-02-08 16:00:00+00:00,10652.26646557105
2020-02-08 20:00:00+00:00,10669.347177178783
2020-02-09 00:00:00+00:00,10690.121353055654
2020-02-09 04:00:00+00:00,10802.708774359518
2020-02-09 08:00:00+00:00,10859.379833260728
2020-02-09 12:00:00+00:00,10843.226822350778
2020-02-09 16:00:00+00:00,10833.580575345575
2020-02-09 20:00:00+00:00,10810.794403716152
2020-02-10 00:00:00+00:00,10865.387426981582
2020-02-10 04:00:00+00:00,10792.462075591791
2020-02-10 08:00:00+00:00,10570.50316146187
2020-02-10 12:00:00+00:00,10570.50316146187
2020-02-10 16:00:00+00:00,10570.50316146187
2020-02-10 20:00:00+00:00,10570.50316146187
2020-02-11 00:00:00+00:00,10570.50316146187
2020-02-11 04:00:00+00:00,10570.50316146187
2020-02-11 08:00:00+00:00,10570.50316146187
2020-02-11 12:00:00+00:00,10570.50316146187
2020-02-11 16:00:00+00:00,10570.50316146187
2020-02-11 20:00:00+00:00,10596.83808209167
2020-02-12 00:00:00+00:00,10580.041936274629
2020-02-12 04:00:00+00:00,10596.802600750272
2020-02-12 08:00:00+00:00,10654.810389552951
2020-02-12 12:00:00+00:00,10634.008604696897
2020-02-12 16:00:00+00:00,10614.692533157357
2020-02-12 20:00:00+00:00,10608.9939011551
2020-02-13 00:00:00+00:00,10615.82861919768
2020-02-13 04:00:00+00:00,10646.25920493702
2020-02-13 08:00:00+00:00,10616.16022767032
2020-02-13 12:00:00+00:00,10495.121660597606
2020-02-13 16:00:00+00:00,10556.859783190444
2020-02-13 20:00:00+00:00,10553.150584311947
2020-02-14 00:00:00+00:00,10536.304689066488
2020-02-14 04:00:00+00:00,10552.265657933522
2020-02-14 08:00:00+00:00,10465.478959665721
2020-02-14 12:00:00+00:00,10489.652931475259
2020-02-14 16:00:00+00:00,10475.689836772779
2020-02-14 20:00:00+00:00,10524.645134982464
2020-02-15 00:00:00+00:00,10523.826750995862
2020-02-15 04:00:00+00:00,10482.842340316682
2020-02-15 08:00:00+00:00,10452.36329189778
2020-02-15 12:00:00+00:00,10452.180674473251
2020-02-15 16:00:00+00:00,10403.84023224885
2020-02-15 20:00:00+00:00,10403.84023224885
2020-02-16 00:00:00+00:00,10403.84023224885
2020-02-16 04:00:00+00:00,10403.84023224885
2020-02-16 08:00:00+00:00,10403.84023224885
2020-02-16 12:00:00+00:00,10403.84023224885
2020-02-16 16:00:00+00:00,10403.84023224885
2020-02-16 20:00:00+00:00,10403.84023224885
2020-02-17 00:00:00+00:00,10403.84023224885
2020-02-17 04:00:00+00:00,10403.84023224885
2020-02-17 08:00:00+00:00,10403.84023224885
2020-02-17 12:00:00+00:00,10403.84023224885
2020-02-17 16:00:00+00:00,10403.84023224885
2020-02-17 20:00:00+00:00,10403.84023224885
2020-02-18 00:00:00+00:00,10403.84023224885
2020-02-18 04:00:00+00:00,10403.84023224885
2020-02-18 08:00:00+00:00,10403.84023224885
2020-02-18 12:00:00+00:00,10403.84023224885
2020-02-18 16:00:00+00:00,10403.84023224885
2020-02-18 20:00:00+00:00,10403.84023224885
2020-02-19 00:00:00+00:00,10403.84023224885
2020-02-19 04:00:00+00:00,10394.151562112249
2020-02-19 08:00:00+00:00,10383.258438438641
2020-02-19 12:00:00+00:00,10443.40827228005
2020-02-19 16:00:00+00:00,10399.683965617642
2020-02-19 20:00:00+00:00,10427.081834079434
2020-02-20 00:00:00+00:00,10208.015299015991
2020-02-20 04:00:00+00:00,10208.015299015991
2020-02-20 08:00:00+00:00,10208.015299015991
2020-02-20 12:00:00+00:00,10208.015299015991
2020-02-20 16:00:00+00:00,10208.015299015991
2020-02-20 20:00:00+00:00,10208.015299015991
2020-02-21 00:00:00+00:00,10208.015299015991
2020-02-21 04:00:00+00:00,10208.015299015991
2020-02-21 08:00:00+00:00,10208.015299015991
2020-02-21 12:00:00+00:00,10208.015299015991
2020-02-21 16:00:00+00:00,10208.015299015991
2020-02-21 20:00:00+00:00,10208.015299015991
2020-02-22 00:00:00+00:00,10208.015299015991
2020-02-22 04:00:00+00:00,10208.015299015991
2020-02-22 08:00:00+00:00,10208.015299015991
2020-02-22 12:00:00+00:00,10208.015299015991
2020-02-22 16:00:00+00:00,10208.015299015991
2020-02-22 20:00:00+00:00,10208.015299015991
2020-02-23 00:00:00+00:00,10208.015299015991
2020-02-23 04:00:00+00:00,10208.015299015991
2020-02-23 08:00:00+00:00,10208.015299015991
2020-02-23 12:00:00+00:00,10208.015299015991
2020-02-23 16:00:00+00:00,10219.753002193193
2020-02-23 20:00:00+00:00,10224.793540549963
2020-02-24 00:00:00+00:00,10236.97231536225
2020-02-24 04:00:00+00:00,10121.914676182752
2020-02-24 08:00:00+00:00,10119.702704072008
2020-02-24 12:00:00+00:00,10119.702704072008
2020-02-24 16:00:00+00:00,10119.702704072008
2020-02-24 20:00:00+00:00,10119.702704072008
2020-02-25 00:00:00+00:00,10119.702704072008
2020-02-25 04:00:00+00:00,10119.702704072008
2020-02-25 08:00:00+00:00,10119.702704072008
2020-02-25 12:00:00+00:00,10119.702704072008
2020-02-25 16:00:00+00:00,10119.702704072008
2020-02-25 20:00:00+00:00,10119.702704072008
2020-02-26 00:00:00+00:00,10119.702704072008
2020-02-26 04:00:00+00:00,10119.702704072008
2020-02-26 08:00:00+00:00,10119.702704072008
2020-02-26 12:00:00+00:00,10119.702704072008
2020-02-26 16:00:00+00:00,10119.702704072008
2020-02-26 20:00:00+00:00,10119.702704072008
2020-02-27 00:00:00+00:00,10119.702704072008
2020-02-27 04:00:00+00:00,10119.702704072008
2020-02-27 08:00:00+00:00,10119.702704072008
2020-02-27 12:00:00+00:00,10119.702704072008
2020-02-27 16:00:00+00:00,10119.702704072008
2020-02-27 20:00:00+00:00,10119.702704072008
2020-02-28 00:00:00+00:00,10119.702704072008
2020-02-28 04:00:00+00:00,10119.702704072008
2020-02-28 08:00:00+00:00,10119.702704072008
2020-02-28 12:00:00+00:00,10119.702704072008
2020-02-28 16:00:00+00:00,10119.702704072008
2020-02-28 20:00:00+00:00,10119.702704072008
2020-02-29 00:00:00+00:00,10119.702704072008
2020-02-29 04:00:00+00:00,10119.702704072008
2020-02-29 08:00:00+00:00,10119.702704072008
2020-02-29 12:00:00+00:00,10119.702704072008
2020-02-29 16:00:00+00:00,10119.702704072008
2020-02-29 20:00:00+00:00,10119.702704072008
2020-03-01 00:00:00+00:00,10119.702704072008
2020-03-01 04:00:00+00:00,10119.702704072008
2020-03-01 08:00:00+00:00,10119.702704072008
2020-03-01 12:00:00+00:00,10119.702704072008
2020-03-01 16:00:00+00:00,10119.702704072008
2020-03-01 20:00:00+00:00,10119.702704072008
2020-03-02 00:00:00+00:00,10119.702704072008
2020-03-02 04:00:00+00:00,10119.702704072008
2020-03-02 08:00:00+00:00,10119.702704072008
2020-03-02 12:00:00+00:00,10119.702704072008
2020-03-02 16:00:00+00:00,10119.702704072008
2020-03-02 20:00:00+00:00,10119.702704072008
2020-03-03 00:00:00+00:00,10119.702704072008
2020-03-03 04:00:00+00:00,10119.702704072008
2020-03-03 08:00:00+00:00,10119.702704072008
2020-03-03 12:00:00+00:00,10119.702704072008
2020-03-03 16:00:00+00:00,10119.702704072008
2020-03-03 20:00:00+00:00,10119.702704072008
2020-03-04 00:00:00+00:00,10119.702704072008
2020-03-04 04:00:00+00:00,10119.702704072008
2020-03-04 08:00:00+00:00,10119.702704072008
2020-03-04 12:00:00+00:00,10119.702704072008
2020-03-04 16:00:00+00:00,10119.702704072008
2020-03-04 20:00:00+00:00,10119.702704072008
2020-03-05 00:00:00+00:00,10119.702704072008
2020-03-05 04:00:00+00:00,10119.702704072008
2020-03-05 08:00:00+00:00,10119.702704072008
2020-03-05 12:00:00+00:00,10119.702704072008
2020-03-05 16:00:00+00:00,10119.702704072008
2020-03-05 20:00:00+00:00,10119.702704072008
2020-03-06 00:00:00+00:00,10119.702704072008
2020-03-06 04:00:00+00:00,10119.702704072008
2020-03-06 08:00:00+00:00,10119.702704072008
2020-03-06 12:00:00+00:00,10119.702704072008
2020-03-06 16:00:00+00:00,10119.702704072008
2020-03-06 20:00:00+00:00,10119.702704072008
2020-03-07 00:00:00+00:00,10119.702704072008
2020-03-07 04:00:00+00:00,10119.702704072008
2020-03-07 08:00:00+00:00,10119.702704072008
2020-03-07 12:00:00+00:00,10119.702704072008
2020-03-07 16:00:00+00:00,10119.702704072008
2020-03-07 20:00:00+00:00,10119.702704072008
2020-03-08 00:00:00+00:00,10119.702704072008
2020-03-08 04:00:00+00:00,10119.702704072008
2020-03-08 08:00:00+00:00,10119.702704072008
2020-03-08 12:00:00+00:00,10119.702704072008
2020-03-08 16:00:00+00:00,10119.702704072008
2020-03-08 20:00:00+00:00,10119.702704072008
2020-03-09 00:00:00+00:00,10119.702704072008
2020-03-09 04:00:00+00:00,10119.702704072008
2020-03-09 08:00:00+00:00,10119.702704072008
2020-03-09 12:00:00+00:00,10119.702704072008
2020-03-09 16:00:00+00:00,10119.702704072008
2020-03-09 20:00:00+00:00,10119.702704072008
2020-03-10 00:00:00+00:00,10119.702704072008
2020-03-10 04:00:00+00:00,10119.702704072008
2020-03-10 08:00:00+00:00,10119.702704072008
2020-03-10 12:00:00+00:00,10119.702704072008
2020-03-10 16:00:00+00:00,10119.702704072008
2020-03-10 20:00:00+00:00,10119.702704072008
2020-03-11 00:00:00+00:00,10119.702704072008
2020-03-11 04:00:00+00:00,10119.702704072008
2020-03-11 08:00:00+00:00,10119.702704072008
2020-03-11 12:00:00+00:00,10119.702704072008
2020-03-11 16:00:00+00:00,10119.702704072008
2020-03-11 20:00:00+00:00,10119.702704072008
2020-03-12 00:00:00+00:00,10119.702704072008
2020-03-12 04:00:00+00:00,10119.702704072008
2020-03-12 08:00:00+00:00,10119.702704072008
2020-03-12 12:00:00+00:00,10119.702704072008
2020-03-12 16:00:00+00:00,10119.702704072008
2020-03-12 20:00:00+00:00,10119.702704072008
2020-03-13 00:00:00+00:00,10119.702704072008
2020-03-13 04:00:00+00:00,10119.702704072008
2020-03-13 08:00:00+00:00,10119.702704072008
2020-03-13 12:00:00+00:00,10119.702704072008
2020-03-13 16:00:00+00:00,10119.702704072008
2020-03-13 20:00:00+00:00,10119.702704072008
2020-03-14 00:00:00+00:00,10119.702704072008
2020-03-14 04:00:00+00:00,10119.702704072008
2020-03-14 08:00:00+00:00,10119.702704072008
2020-03-14 12:00:00+00:00,10119.702704072008
2020-03-14 16:00:00+00:00,10119.702704072008
2020-03-14 20:00:00+00:00,10119.702704072008
2020-03-15 00:00:00+00:00,10119.702704072008
2020-03-15 04:00:00+00:00,10119.702704072008
2020-03-15 08:00:00+00:00,10119.702704072008
2020-03-15 12:00:00+00:00,10119.702704072008
2020-03-15 16:00:00+00:00,10119.702704072008
2020-03-15 20:00:00+00:00,10119.702704072008
2020-03-16 00:00:00+00:00,10119.702704072008
2020-03-16 04:00:00+00:00,10119.702704072008
2020-03-16 08:00:00+00:00,10119.702704072008
2020-03-16 12:00:00+00:00,10119.702704072008
2020-03-16 16:00:00+00:00,10119.702704072008
2020-03-16 20:00:00+00:00,10119.702704072008
2020-03-17 00:00:00+00:00,10119.702704072008
2020-03-17 04:00:00+00:00,10119.702704072008
2020-03-17 08:00:00+00:00,10119.702704072008
2020-03-17 12:00:00+00:00,10119.702704072008
2020-03-17 16:00:00+00:00,10119.702704072008
2020-03-17 20:00:00+00:00,10119.702704072008
2020-03-18 00:00:00+00:00,10119.702704072008
2020-03-18 04:00:00+00:00,10119.702704072008
2020-03-18 08:00:00+00:00,10119.702704072008
2020-03-18 12:00:00+00:00,10119.702704072008
2020-03-18 16:00:00+00:00,10119.702704072008
2020-03-18 20:00:00+00:00,10119.702704072008
2020-03-19 00:00:00+00:00,10119.702704072008
2020-03-19 04:00:00+00:00,10119.702704072008
2020-03-19 08:00:00+00:00,10119.702704072008
2020-03-19 12:00:00+00:00,10119.702704072008
2020-03-19 16:00:00+00:00,10119.702704072008
2020-03-19 20:00:00+00:00,10119.702704072008
2020-03-20 00:00:00+00:00,10119.702704072008
2020-03-20 04:00:00+00:00,10119.702704072008
2020-03-20 08:00:00+00:00,10119.702704072008
2020-03-20 12:00:00+00:00,10119.702704072008
2020-03-20 16:00:00+00:00,10119.702704072008
2020-03-20 20:00:00+00:00,10119.702704072008
2020-03-21 00:00:00+00:00,10119.702704072008
2020-03-21 04:00:00+00:00,10119.702704072008
2020-03-21 08:00:00+00:00,10119.702704072008
2020-03-21 12:00:00+00:00,10119.702704072008
2020-03-21 16:00:00+00:00,10119.702704072008
2020-03-21 20:00:00+00:00,10119.702704072008
2020-03-22 00:00:00+00:00,10119.702704072008
2020-03-22 04:00:00+00:00,10119.702704072008
2020-03-22 08:00:00+00:00,10119.702704072008
2020-03-22 12:00:00+00:00,10119.702704072008
2020-03-22 16:00:00+00:00,10119.702704072008
2020-03-22 20:00:00+00:00,10119.702704072008
2020-03-23 00:00:00+00:00,10119.702704072008
2020-03-23 04:00:00+00:00,10119.702704072008
2020-03-23 08:00:00+00:00,10119.702704072008
2020-03-23 12:00:00+00:00,10119.702704072008
2020-03-23 16:00:00+00:00,10119.702704072008
2020-03-23 20:00:00+00:00,10119.702704072008
2020-03-24 00:00:00+00:00,10119.702704072008
2020-03-24 04:00:00+00:00,10119.702704072008
2020-03-24 08:00:00+00:00,10119.702704072008
2020-03-24 12:00:00+00:00,10119.702704072008
2020-03-24 16:00:00+00:00,10119.702704072008
2020-03-24 20:00:00+00:00,10119.702704072008
2020-03-25 00:00:00+00:00,10119.702704072008
2020-03-25 04:00:00+00:00,10119.702704072008
2020-03-25 08:00:00+00:00,10119.702704072008
2020-03-25 12:00:00+00:00,10119.702704072008
2020-03-25 16:00:00+00:00,10119.702704072008
2020-03-25 20:00:00+00:00,10119.702704072008
2020-03-26 00:00:00+00:00,10119.702704072008
2020-03-26 04:00:00+00:00,10119.702704072008
2020-03-26 08:00:00+00:00,10119.702704072008
2020-03-26 12:00:00+00:00,10119.702704072008
2020-03-26 16:00:00+00:00,10119.702704072008
2020-03-26 20:00:00+00:00,10119.702704072008
2020-03-27 00:00:00+00:00,10119.702704072008
2020-03-27 04:00:00+00:00,10119.702704072008
2020-03-27 08:00:00+00:00,10119.702704072008
2020-03-27 12:00:00+00:00,10119.702704072008
2020-03-27 16:00:00+00:00,10119.702704072008
2020-03-27 20:00:00+00:00,10119.702704072008
2020-03-28 00:00:00+00:00,10119.702704072008
2020-03-28 04:00:00+00:00,10119.702704072008
2020-03-28 08:00:00+00:00,10119.702704072008
2020-03-28 12:00:00+00:00,10119.702704072008
2020-03-28 16:00:00+00:00,10119.702704072008
2020-03-28 20:00:00+00:00,10119.702704072008
2020-03-29 00:00:00+00:00,10119.702704072008
2020-03-29 04:00:00+00:00,10119.702704072008
2020-03-29 08:00:00+00:00,10119.702704072008
2020-03-29 12:00:00+00:00,10119.702704072008
2020-03-29 16:00:00+00:00,10119.702704072008
2020-03-29 20:00:00+00:00,10119.702704072008
2020-03-30 00:00:00+00:00,10119.702704072008
2020-03-30 04:00:00+00:00,10119.702704072008
2020-03-30 08:00:00+00:00,10119.702704072008
2020-03-30 12:00:00+00:00,10119.702704072008
2020-03-30 16:00:00+00:00,10119.702704072008
2020-03-30 20:00:00+00:00,10119.702704072008
2020-03-31 00:00:00+00:00,10119.702704072008
2020-03-31 04:00:00+00:00,10119.702704072008
2020-03-31 08:00:00+00:00,10119.702704072008
2020-03-31 12:00:00+00:00,10119.702704072008
2020-03-31 16:00:00+00:00,10119.702704072008
2020-03-31 20:00:00+00:00,10119.702704072008
2020-04-01 00:00:00+00:00,10119.702704072008
2020-04-01 04:00:00+00:00,10119.702704072008
2020-04-01 08:00:00+00:00,10119.702704072008
2020-04-01 12:00:00+00:00,10119.702704072008
2020-04-01 16:00:00+00:00,10119.702704072008
2020-04-01 20:00:00+00:00,10119.702704072008
2020-04-02 00:00:00+00:00,10119.702704072008
2020-04-02 04:00:00+00:00,10119.702704072008
2020-04-02 08:00:00+00:00,10114.335729890608
2020-04-02 12:00:00+00:00,10109.494800300867
2020-04-02 16:00:00+00:00,10109.01253014683
2020-04-02 20:00:00+00:00,10109.01253014683
2020-04-03 00:00:00+00:00,10109.01253014683
2020-04-03 04:00:00+00:00,10109.01253014683
2020-04-03 08:00:00+00:00,10109.01253014683
2020-04-03 12:00:00+00:00,10109.01253014683
2020-04-03 16:00:00+00:00,10109.01253014683
2020-04-03 20:00:00+00:00,10109.01253014683
2020-04-04 00:00:00+00:00,10109.01253014683
2020-04-04 04:00:00+00:00,10109.01253014683
2020-04-04 08:00:00+00:00,10109.01253014683
2020-04-04 12:00:00+00:00,10105.18860906611
2020-04-04 16:00:00+00:00,10109.62061184131
2020-04-04 20:00:00+00:00,10111.899603808086
2020-04-05 00:00:00+00:00,10126.851641904326
2020-04-05 04:00:00+00:00,10101.310487904208
2020-04-05 08:00:00+00:00,10095.772016167013
2020-04-05 12:00:00+00:00,10096.47221076803
2020-04-05 16:00:00+00:00,10097.29079974907
2020-04-05 20:00:00+00:00,10098.514973202135
2020-04-06 00:00:00+00:00,10095.573019961164
2020-04-06 04:00:00+00:00,10105.603647614926
