,equity
2020-01-09 20:00:00+00:00,10000.0
2020-01-10 00:00:00+00:00,10000.0
2020-01-10 04:00:00+00:00,10000.0
2020-01-10 08:00:00+00:00,10000.0
2020-01-10 12:00:00+00:00,10000.0
2020-01-10 16:00:00+00:00,10000.0
2020-01-10 20:00:00+00:00,10000.0
2020-01-11 00:00:00+00:00,10000.0
2020-01-11 04:00:00+00:00,10000.0
2020-01-11 08:00:00+00:00,10000.0
2020-01-11 12:00:00+00:00,10000.0
2020-01-11 16:00:00+00:00,10000.0
2020-01-11 20:00:00+00:00,10000.0
2020-01-12 00:00:00+00:00,10000.0
2020-01-12 04:00:00+00:00,10000.0
2020-01-12 08:00:00+00:00,10000.0
2020-01-12 12:00:00+00:00,10000.0
2020-01-12 16:00:00+00:00,10000.0
2020-01-12 20:00:00+00:00,10000.0
2020-01-13 00:00:00+00:00,10000.0
2020-01-13 04:00:00+00:00,10000.0
2020-01-13 08:00:00+00:00,10000.0
2020-01-13 12:00:00+00:00,10000.0
2020-01-13 16:00:00+00:00,10000.0
2020-01-13 20:00:00+00:00,10000.0
2020-01-14 00:00:00+00:00,10000.0
2020-01-14 04:00:00+00:00,10000.0
2020-01-14 08:00:00+00:00,10000.0
2020-01-14 12:00:00+00:00,10000.0
2020-01-14 16:00:00+00:00,10000.0
2020-01-14 20:00:00+00:00,10000.0
2020-01-15 00:00:00+00:00,10000.0
2020-01-15 04:00:00+00:00,10000.0
2020-01-15 08:00:00+00:00,10000.0
2020-01-15 12:00:00+00:00,10000.0
2020-01-15 16:00:00+00:00,10000.0
2020-01-15 20:00:00+00:00,10000.0
2020-01-16 00:00:00+00:00,10000.0
2020-01-16 04:00:00+00:00,10000.0
2020-01-16 08:00:00+00:00,10000.0
2020-01-16 12:00:00+00:00,10000.0
2020-01-16 16:00:00+00:00,10000.0
2020-01-16 20:00:00+00:00,10000.0
2020-01-17 00:00:00+00:00,10000.0
2020-01-17 04:00:00+00:00,10000.0
2020-01-17 08:00:00+00:00,10000.0
2020-01-17 12:00:00+00:00,10000.0
2020-01-17 16:00:00+00:00,10000.0
2020-01-17 20:00:00+00:00,10000.0
2020-01-18 00:00:00+00:00,10000.0
2020-01-18 04:00:00+00:00,10000.0
2020-01-18 08:00:00+00:00,10000.0
2020-01-18 12:00:00+00:00,10000.0
2020-01-18 16:00:00+00:00,10000.0
2020-01-18 20:00:00+00:00,10000.0
2020-01-19 00:00:00+00:00,10000.0
2020-01-19 04:00:00+00:00,10000.0
2020-01-19 08:00:00+00:00,10000.0
2020-01-19 12:00:00+00:00,10000.0
2020-01-19 16:00:00+00:00,10000.0
2020-01-19 20:00:00+00:00,10000.0
2020-01-20 00:00:00+00:00,10000.0
2020-01-20 04:00:00+00:00,10000.0
2020-01-20 08:00:00+00:00,10000.0
2020-01-20 12:00:00+00:00,10000.0
2020-01-20 16:00:00+00:00,10000.0
2020-01-20 20:00:00+00:00,10000.0
2020-01-21 00:00:00+00:00,10000.0
2020-01-21 04:00:00+00:00,10000.0
2020-01-21 08:00:00+00:00,10000.0
2020-01-21 12:00:00+00:00,10000.0
2020-01-21 16:00:00+00:00,10000.0
2020-01-21 20:00:00+00:00,10000.0
2020-01-22 00:00:00+00:00,10000.0
2020-01-22 04:00:00+00:00,10000.0
2020-01-22 08:00:00+00:00,10000.0
2020-01-22 12:00:00+00:00,10000.0
2020-01-22 16:00:00+00:00,10000.0
2020-01-22 20:00:00+00:00,10000.0
2020-01-23 00:00:00+00:00,10000.0
2020-01-23 04:00:00+00:00,10000.0
2020-01-23 08:00:00+00:00,10000.0
2020-01-23 12:00:00+00:00,10000.0
2020-01-23 16:00:00+00:00,10000.0
2020-01-23 20:00:00+00:00,10000.0
2020-01-24 00:00:00+00:00,10000.0
2020-01-24 04:00:00+00:00,10000.0
2020-01-24 08:00:00+00:00,10000.0
2020-01-24 12:00:00+00:00,10000.0
2020-01-24 16:00:00+00:00,10000.0
2020-01-24 20:00:00+00:00,10000.0
2020-01-25 00:00:00+00:00,10000.0
2020-01-25 04:00:00+00:00,10000.0
2020-01-25 08:00:00+00:00,10000.0
2020-01-25 12:00:00+00:00,10000.0
2020-01-25 16:00:00+00:00,10000.0
2020-01-25 20:00:00+00:00,10000.0
2020-01-26 00:00:00+00:00,10000.0
2020-01-26 04:00:00+00:00,10000.0
2020-01-26 08:00:00+00:00,10000.0
2020-01-26 12:00:00+00:00,10000.0
2020-01-26 16:00:00+00:00,10000.0
2020-01-26 20:00:00+00:00,10000.0
2020-01-27 00:00:00+00:00,10037.12923282666
2020-01-27 04:00:00+00:00,10080.763465089967
2020-01-27 08:00:00+00:00,10071.581567724257
2020-01-27 12:00:00+00:00,10130.390833510837
2020-01-27 16:00:00+00:00,10240.971679665994
2020-01-27 20:00:00+00:00,10638.443301784238
2020-01-28 00:00:00+00:00,10578.092427211786
2020-01-28 04:00:00+00:00,11104.99965264981
2020-01-28 08:00:00+00:00,10856.271185833495
2020-01-28 12:00:00+00:00,10946.7893163467
2020-01-28 16:00:00+00:00,10907.275410307735
2020-01-28 20:00:00+00:00,10867.769734249256
2020-01-29 00:00:00+00:00,11122.89599138738
2020-01-29 04:00:00+00:00,10982.70082172365
2020-01-29 08:00:00+00:00,11016.972714988278
2020-01-29 12:00:00+00:00,10960.546747918748
2020-01-29 16:00:00+00:00,10940.96080501931
2020-01-29 20:00:00+00:00,11029.609662929262
2020-01-30 00:00:00+00:00,10951.281443633332
2020-01-30 04:00:00+00:00,10931.303929399952
2020-01-30 08:00:00+00:00,11023.341600840653
2020-01-30 12:00:00+00:00,10863.969861826328
2020-01-30 16:00:00+00:00,10914.102368357006
2020-01-30 20:00:00+00:00,11243.098778275391
2020-01-31 00:00:00+00:00,11265.117998668815
2020-01-31 04:00:00+00:00,11046.524429884277
2020-01-31 08:00:00+00:00,11007.136466868475
2020-01-31 12:00:00+00:00,10904.979623077224
2020-01-31 16:00:00+00:00,10908.96093034785
2020-01-31 20:00:00+00:00,10886.113677883726
2020-02-01 00:00:00+00:00,10915.664594041127
2020-02-01 04:00:00+00:00,10963.993347968742
2020-02-01 08:00:00+00:00,10956.265806325182
2020-02-01 12:00:00+00:00,10909.160244877512
2020-02-01 16:00:00+00:00,10898.296089093312
2020-02-01 20:00:00+00:00,10915.162645949209
2020-02-02 00:00:00+00:00,10926.512923035529
2020-02-02 04:00:00+00:00,10850.603845671458
2020-02-02 08:00:00+00:00,10872.926557130162
2020-02-02 12:00:00+00:00,10873.135471843108
2020-02-02 16:00:00+00:00,10873.135471843108
2020-02-02 20:00:00+00:00,10833.712247277546
2020-02-03 00:00:00+00:00,10761.94257938322
2020-02-03 04:00:00+00:00,10762.171151091137
2020-02-03 08:00:00+00:00,10757.082758339628
2020-02-03 12:00:00+00:00,10752.58524974459
2020-02-03 16:00:00+00:00,10736.43679458736
2020-02-03 20:00:00+00:00,10760.750528029406
2020-02-04 00:00:00+00:00,10769.56682556758
2020-02-04 04:00:00+00:00,10769.56682556758
2020-02-04 08:00:00+00:00,10769.56682556758
2020-02-04 12:00:00+00:00,10769.56682556758
2020-02-04 16:00:00+00:00,10769.56682556758
2020-02-04 20:00:00+00:00,10761.78268809438
2020-02-05 00:00:00+00:00,10760.018176054557
2020-02-05 04:00:00+00:00,10760.018176054557
2020-02-05 08:00:00+00:00,10760.018176054557
2020-02-05 12:00:00+00:00,10760.018176054557
2020-02-05 16:00:00+00:00,10760.018176054557
2020-02-05 20:00:00+00:00,10760.018176054557
2020-02-06 00:00:00+00:00,10760.018176054557
2020-02-06 04:00:00+00:00,10760.018176054557
2020-02-06 08:00:00+00:00,10760.018176054557
2020-02-06 12:00:00+00:00,10760.018176054557
2020-02-06 16:00:00+00:00,10760.018176054557
2020-02-06 20:00:00+00:00,10760.018176054557
2020-02-07 00:00:00+00:00,10772.119153533116
2020-02-07 04:00:00+00:00,10775.2693941364
2020-02-07 08:00:00+00:00,10788.253025177839
2020-02-07 12:00:00+00:00,10792.875627391086
2020-02-07 16:00:00+00:00,10788.754587706444
2020-02-07 20:00:00+00:00,10712.696796834181
2020-02-08 00:00:00+00:00,10743.744690582678
2020-02-08 04:00:00+00:00,10483.83427278006
2020-02-08 08:00:00+00:00,10534.747804599418
2020-02-08 12:00:00+00:00,10618.816048684768
2020-02-08 16:00:00+00:00,10647.46403476203
2020-02-08 20:00:00+00:00,10664.544746369762
2020-02-09 00:00:00+00:00,10685.318922246634
2020-02-09 04:00:00+00:00,10797.906343550498
2020-02-09 08:00:00+00:00,10854.577402451707
2020-02-09 12:00:00+00:00,10838.424391541756
2020-02-09 16:00:00+00:00,10828.778144536554
2020-02-09 20:00:00+00:00,10805.991972907132
2020-02-10 00:00:00+00:00,10860.584996172562
2020-02-10 04:00:00+00:00,10787.73199506315
2020-02-10 08:00:00+00:00,10565.765825300085
2020-02-10 12:00:00+00:00,10565.765825300085
2020-02-10 16:00:00+00:00,10565.765825300085
2020-02-10 20:00:00+00:00,10565.765825300085
2020-02-11 00:00:00+00:00,10565.765825300085
2020-02-11 04:00:00+00:00,10565.765825300085
2020-02-11 08:00:00+00:00,10565.765825300085
2020-02-11 12:00:00+00:00,10565.765825300085
2020-02-11 16:00:00+00:00,10565.765825300085
2020-02-11 20:00:00+00:00,10592.100745929885
2020-02-12 00:00:00+00:00,10575.304600112844
2020-02-12 04:00:00+00:00,10592.065264588487
2020-02-12 08:00:00+00:00,10650.073053391166
2020-02-12 12:00:00+00:00,10629.271268535113
2020-02-12 16:00:00+00:00,10609.955196995572
2020-02-12 20:00:00+00:00,10604.256564993315
2020-02-13 00:00:00+00:00,10611.091283035896
2020-02-13 04:00:00+00:00,10641.521868775235
2020-02-13 08:00:00+00:00,10611.422891508535
2020-02-13 12:00:00+00:00,10490.384324435821
2020-02-13 16:00:00+00:00,10552.12244702866
2020-02-13 20:00:00+00:00,10548.413248150162
2020-02-14 00:00:00+00:00,10531.567352904704
2020-02-14 04:00:00+00:00,10547.528321771737
2020-02-14 08:00:00+00:00,10460.741623503936
2020-02-14 12:00:00+00:00,10484.915595313474
2020-02-14 16:00:00+00:00,10470.979882063413
2020-02-14 20:00:00+00:00,10519.849293785011
2020-02-15 00:00:00+00:00,10519.032345559792
2020-02-15 04:00:00+00:00,10478.119837355487
2020-02-15 08:00:00+00:00,10447.694260951355
2020-02-15 12:00:00+00:00,10447.513193099332
2020-02-15 16:00:00+00:00,10399.172750874928
2020-02-15 20:00:00+00:00,10399.172750874928
2020-02-16 00:00:00+00:00,10399.172750874928
2020-02-16 04:00:00+00:00,10399.172750874928
2020-02-16 08:00:00+00:00,10399.172750874928
2020-02-16 12:00:00+00:00,10399.172750874928
2020-02-16 16:00:00+00:00,10399.172750874928
2020-02-16 20:00:00+00:00,10399.172750874928
2020-02-17 00:00:00+00:00,10399.172750874928
2020-02-17 04:00:00+00:00,10399.172750874928
2020-02-17 08:00:00+00:00,10399.172750874928
2020-02-17 12:00:00+00:00,10399.172750874928
2020-02-17 16:00:00+00:00,10399.172750874928
2020-02-17 20:00:00+00:00,10399.172750874928
2020-02-18 00:00:00+00:00,10399.172750874928
2020-02-18 04:00:00+00:00,10399.172750874928
2020-02-18 08:00:00+00:00,10399.172750874928
2020-02-18 12:00:00+00:00,10399.172750874928
2020-02-18 16:00:00+00:00,10399.172750874928
2020-02-18 20:00:00+00:00,10399.172750874928
2020-02-19 00:00:00+00:00,10399.172750874928
2020-02-19 04:00:00+00:00,10389.507149000558
2020-02-19 08:00:00+00:00,10378.610069705392
2020-02-19 12:00:00+00:00,10438.622911324941
2020-02-19 16:00:00+00:00,10394.981890538364
2020-02-19 20:00:00+00:00,10422.364649567278
2020-02-20 00:00:00+00:00,10203.293399602697
2020-02-20 04:00:00+00:00,10203.293399602697
2020-02-20 08:00:00+00:00,10203.293399602697
2020-02-20 12:00:00+00:00,10203.293399602697
2020-02-20 16:00:00+00:00,10203.293399602697
2020-02-20 20:00:00+00:00,10203.293399602697
2020-02-21 00:00:00+00:00,10203.293399602697
2020-02-21 04:00:00+00:00,10203.293399602697
2020-02-21 08:00:00+00:00,10203.293399602697
2020-02-21 12:00:00+00:00,10203.293399602697
2020-02-21 16:00:00+00:00,10203.293399602697
2020-02-21 20:00:00+00:00,10203.293399602697
2020-02-22 00:00:00+00:00,10203.293399602697
2020-02-22 04:00:00+00:00,10203.293399602697
2020-02-22 08:00:00+00:00,10203.293399602697
2020-02-22 12:00:00+00:00,10203.293399602697
2020-02-22 16:00:00+00:00,10203.293399602697
2020-02-22 20:00:00+00:00,10203.293399602697
2020-02-23 00:00:00+00:00,10203.293399602697
2020-02-23 04:00:00+00:00,10203.293399602697
2020-02-23 08:00:00+00:00,10203.293399602697
2020-02-23 12:00:00+00:00,10203.293399602697
2020-02-23 16:00:00+00:00,10215.011072569696
2020-02-23 20:00:00+00:00,10220.043009325176
2020-02-24 00:00:00+00:00,10232.221173805283
2020-02-24 04:00:00+00:00,10117.163534625784
2020-02-24 08:00:00+00:00,10114.95156251504
2020-02-24 12:00:00+00:00,10114.95156251504
2020-02-24 16:00:00+00:00,10114.95156251504
2020-02-24 20:00:00+00:00,10114.95156251504
2020-02-25 00:00:00+00:00,10114.95156251504
2020-02-25 04:00:00+00:00,10114.95156251504
2020-02-25 08:00:00+00:00,10114.95156251504
2020-02-25 12:00:00+00:00,10114.95156251504
2020-02-25 16:00:00+00:00,10114.95156251504
2020-02-25 20:00:00+00:00,10114.95156251504
2020-02-26 00:00:00+00:00,10114.95156251504
2020-02-26 04:00:00+00:00,10114.95156251504
2020-02-26 08:00:00+00:00,10114.95156251504
2020-02-26 12:00:00+00:00,10114.95156251504
2020-02-26 16:00:00+00:00,10114.95156251504
2020-02-26 20:00:00+00:00,10114.95156251504
2020-02-27 00:00:00+00:00,10114.95156251504
2020-02-27 04:00:00+00:00,10114.95156251504
2020-02-27 08:00:00+00:00,10114.95156251504
2020-02-27 12:00:00+00:00,10114.95156251504
2020-02-27 16:00:00+00:00,10114.95156251504
2020-02-27 20:00:00+00:00,10114.95156251504
2020-02-28 00:00:00+00:00,10114.95156251504
2020-02-28 04:00:00+00:00,10114.95156251504
2020-02-28 08:00:00+00:00,10114.95156251504
2020-02-28 12:00:00+00:00,10114.95156251504
2020-02-28 16:00:00+00:00,10114.95156251504
2020-02-28 20:00:00+00:00,10114.95156251504
2020-02-29 00:00:00+00:00,10114.95156251504
2020-02-29 04:00:00+00:00,10114.95156251504
2020-02-29 08:00:00+00:00,10114.95156251504
2020-02-29 12:00:00+00:00,10114.95156251504
2020-02-29 16:00:00+00:00,10114.95156251504
2020-02-29 20:00:00+00:00,10114.95156251504
2020-03-01 00:00:00+00:00,10114.95156251504
2020-03-01 04:00:00+00:00,10114.95156251504
2020-03-01 08:00:00+00:00,10114.95156251504
2020-03-01 12:00:00+00:00,10114.95156251504
2020-03-01 16:00:00+00:00,10114.95156251504
2020-03-01 20:00:00+00:00,10114.95156251504
2020-03-02 00:00:00+00:00,10114.95156251504
2020-03-02 04:00:00+00:00,10114.95156251504
2020-03-02 08:00:00+00:00,10114.95156251504
2020-03-02 12:00:00+00:00,10114.95156251504
2020-03-02 16:00:00+00:00,10114.95156251504
2020-03-02 20:00:00+00:00,10114.95156251504
2020-03-03 00:00:00+00:00,10114.95156251504
2020-03-03 04:00:00+00:00,10114.95156251504
2020-03-03 08:00:00+00:00,10114.95156251504
2020-03-03 12:00:00+00:00,10114.95156251504
2020-03-03 16:00:00+00:00,10114.95156251504
2020-03-03 20:00:00+00:00,10114.95156251504
2020-03-04 00:00:00+00:00,10114.95156251504
2020-03-04 04:00:00+00:00,10114.95156251504
2020-03-04 08:00:00+00:00,10114.95156251504
2020-03-04 12:00:00+00:00,10114.95156251504
2020-03-04 16:00:00+00:00,10114.95156251504
2020-03-04 20:00:00+00:00,10114.95156251504
2020-03-05 00:00:00+00:00,10114.95156251504
2020-03-05 04:00:00+00:00,10114.95156251504
2020-03-05 08:00:00+00:00,10114.95156251504
2020-03-05 12:00:00+00:00,10114.95156251504
2020-03-05 16:00:00+00:00,10114.95156251504
2020-03-05 20:00:00+00:00,10114.95156251504
2020-03-06 00:00:00+00:00,10114.95156251504
2020-03-06 04:00:00+00:00,10114.95156251504
2020-03-06 08:00:00+00:00,10114.95156251504
2020-03-06 12:00:00+00:00,10114.95156251504
2020-03-06 16:00:00+00:00,10114.95156251504
2020-03-06 20:00:00+00:00,10114.95156251504
2020-03-07 00:00:00+00:00,10114.95156251504
2020-03-07 04:00:00+00:00,10114.95156251504
2020-03-07 08:00:00+00:00,10114.95156251504
2020-03-07 12:00:00+00:00,10114.95156251504
2020-03-07 16:00:00+00:00,10114.95156251504
2020-03-07 20:00:00+00:00,10114.95156251504
2020-03-08 00:00:00+00:00,10114.95156251504
2020-03-08 04:00:00+00:00,10114.95156251504
2020-03-08 08:00:00+00:00,10114.95156251504
2020-03-08 12:00:00+00:00,10114.95156251504
2020-03-08 16:00:00+00:00,10114.95156251504
2020-03-08 20:00:00+00:00,10114.95156251504
2020-03-09 00:00:00+00:00,10114.95156251504
2020-03-09 04:00:00+00:00,10114.95156251504
2020-03-09 08:00:00+00:00,10114.95156251504
2020-03-09 12:00:00+00:00,10114.95156251504
2020-03-09 16:00:00+00:00,10114.95156251504
2020-03-09 20:00:00+00:00,10114.95156251504
2020-03-10 00:00:00+00:00,10114.95156251504
2020-03-10 04:00:00+00:00,10114.95156251504
2020-03-10 08:00:00+00:00,10114.95156251504
2020-03-10 12:00:00+00:00,10114.95156251504
2020-03-10 16:00:00+00:00,10114.95156251504
2020-03-10 20:00:00+00:00,10114.95156251504
2020-03-11 00:00:00+00:00,10114.95156251504
2020-03-11 04:00:00+00:00,10114.95156251504
2020-03-11 08:00:00+00:00,10114.95156251504
2020-03-11 12:00:00+00:00,10114.95156251504
2020-03-11 16:00:00+00:00,10114.95156251504
2020-03-11 20:00:00+00:00,10114.95156251504
2020-03-12 00:00:00+00:00,10114.95156251504
2020-03-12 04:00:00+00:00,10114.95156251504
2020-03-12 08:00:00+00:00,10114.95156251504
2020-03-12 12:00:00+00:00,10114.95156251504
2020-03-12 16:00:00+00:00,10114.95156251504
2020-03-12 20:00:00+00:00,10114.95156251504
2020-03-13 00:00:00+00:00,10114.95156251504
2020-03-13 04:00:00+00:00,10114.95156251504
2020-03-13 08:00:00+00:00,10114.95156251504
2020-03-13 12:00:00+00:00,10114.95156251504
2020-03-13 16:00:00+00:00,10114.95156251504
2020-03-13 20:00:00+00:00,10114.95156251504
2020-03-14 00:00:00+00:00,10114.95156251504
2020-03-14 04:00:00+00:00,10114.95156251504
2020-03-14 08:00:00+00:00,10114.95156251504
2020-03-14 12:00:00+00:00,10114.95156251504
2020-03-14 16:00:00+00:00,10114.95156251504
2020-03-14 20:00:00+00:00,10114.95156251504
2020-03-15 00:00:00+00:00,10114.95156251504
2020-03-15 04:00:00+00:00,10114.95156251504
2020-03-15 08:00:00+00:00,10114.95156251504
2020-03-15 12:00:00+00:00,10114.95156251504
2020-03-15 16:00:00+00:00,10114.95156251504
2020-03-15 20:00:00+00:00,10114.95156251504
2020-03-16 00:00:00+00:00,10114.95156251504
2020-03-16 04:00:00+00:00,10114.95156251504
2020-03-16 08:00:00+00:00,10114.95156251504
2020-03-16 12:00:00+00:00,10114.95156251504
2020-03-16 16:00:00+00:00,10114.95156251504
2020-03-16 20:00:00+00:00,10114.95156251504
2020-03-17 00:00:00+00:00,10114.95156251504
2020-03-17 04:00:00+00:00,10114.95156251504
2020-03-17 08:00:00+00:00,10114.95156251504
2020-03-17 12:00:00+00:00,10114.95156251504
2020-03-17 16:00:00+00:00,10114.95156251504
2020-03-17 20:00:00+00:00,10114.95156251504
2020-03-18 00:00:00+00:00,10114.95156251504
2020-03-18 04:00:00+00:00,10114.95156251504
2020-03-18 08:00:00+00:00,10114.95156251504
2020-03-18 12:00:00+00:00,10114.95156251504
2020-03-18 16:00:00+00:00,10114.95156251504
2020-03-18 20:00:00+00:00,10114.95156251504
2020-03-19 00:00:00+00:00,10114.95156251504
2020-03-19 04:00:00+00:00,10114.95156251504
2020-03-19 08:00:00+00:00,10114.95156251504
2020-03-19 12:00:00+00:00,10114.95156251504
2020-03-19 16:00:00+00:00,10114.95156251504
2020-03-19 20:00:00+00:00,10114.95156251504
2020-03-20 00:00:00+00:00,10114.95156251504
2020-03-20 04:00:00+00:00,10114.95156251504
2020-03-20 08:00:00+00:00,10114.95156251504
2020-03-20 12:00:00+00:00,10114.95156251504
2020-03-20 16:00:00+00:00,10114.95156251504
2020-03-20 20:00:00+00:00,10114.95156251504
2020-03-21 00:00:00+00:00,10114.95156251504
2020-03-21 04:00:00+00:00,10114.95156251504
2020-03-21 08:00:00+00:00,10114.95156251504
2020-03-21 12:00:00+00:00,10114.95156251504
2020-03-21 16:00:00+00:00,10114.95156251504
2020-03-21 20:00:00+00:00,10114.95156251504
2020-03-22 00:00:00+00:00,10114.95156251504
2020-03-22 04:00:00+00:00,10114.95156251504
2020-03-22 08:00:00+00:00,10114.95156251504
2020-03-22 12:00:00+00:00,10114.95156251504
2020-03-22 16:00:00+00:00,10114.95156251504
2020-03-22 20:00:00+00:00,10114.95156251504
2020-03-23 00:00:00+00:00,10114.95156251504
2020-03-23 04:00:00+00:00,10114.95156251504
2020-03-23 08:00:00+00:00,10114.95156251504
2020-03-23 12:00:00+00:00,10114.95156251504
2020-03-23 16:00:00+00:00,10114.95156251504
2020-03-23 20:00:00+00:00,10114.95156251504
2020-03-24 00:00:00+00:00,10114.95156251504
2020-03-24 04:00:00+00:00,10114.95156251504
2020-03-24 08:00:00+00:00,10114.95156251504
2020-03-24 12:00:00+00:00,10114.95156251504
2020-03-24 16:00:00+00:00,10114.95156251504
2020-03-24 20:00:00+00:00,10114.95156251504
2020-03-25 00:00:00+00:00,10114.95156251504
2020-03-25 04:00:00+00:00,10114.95156251504
2020-03-25 08:00:00+00:00,10114.95156251504
2020-03-25 12:00:00+00:00,10114.95156251504
2020-03-25 16:00:00+00:00,10114.95156251504
2020-03-25 20:00:00+00:00,10114.95156251504
2020-03-26 00:00:00+00:00,10114.95156251504
2020-03-26 04:00:00+00:00,10114.95156251504
2020-03-26 08:00:00+00:00,10114.95156251504
2020-03-26 12:00:00+00:00,10114.95156251504
2020-03-26 16:00:00+00:00,10114.95156251504
2020-03-26 20:00:00+00:00,10114.95156251504
2020-03-27 00:00:00+00:00,10114.95156251504
2020-03-27 04:00:00+00:00,10114.95156251504
2020-03-27 08:00:00+00:00,10114.95156251504
2020-03-27 12:00:00+00:00,10114.95156251504
2020-03-27 16:00:00+00:00,10114.95156251504
2020-03-27 20:00:00+00:00,10114.95156251504
2020-03-28 00:00:00+00:00,10114.95156251504
2020-03-28 04:00:00+00:00,10114.95156251504
2020-03-28 08:00:00+00:00,10114.95156251504
2020-03-28 12:00:00+00:00,10114.95156251504
2020-03-28 16:00:00+00:00,10114.95156251504
2020-03-28 20:00:00+00:00,10114.95156251504
2020-03-29 00:00:00+00:00,10114.95156251504
2020-03-29 04:00:00+00:00,10114.95156251504
2020-03-29 08:00:00+00:00,10114.95156251504
2020-03-29 12:00:00+00:00,10114.95156251504
2020-03-29 16:00:00+00:00,10114.95156251504
2020-03-29 20:00:00+00:00,10114.95156251504
2020-03-30 00:00:00+00:00,10114.95156251504
2020-03-30 04:00:00+00:00,10114.95156251504
2020-03-30 08:00:00+00:00,10114.95156251504
2020-03-30 12:00:00+00:00,10114.95156251504
2020-03-30 16:00:00+00:00,10114.95156251504
2020-03-30 20:00:00+00:00,10114.95156251504
2020-03-31 00:00:00+00:00,10114.95156251504
2020-03-31 04:00:00+00:00,10114.95156251504
2020-03-31 08:00:00+00:00,10114.95156251504
2020-03-31 12:00:00+00:00,10114.95156251504
2020-03-31 16:00:00+00:00,10114.95156251504
2020-03-31 20:00:00+00:00,10114.95156251504
2020-04-01 00:00:00+00:00,10114.95156251504
2020-04-01 04:00:00+00:00,10114.95156251504
2020-04-01 08:00:00+00:00,10114.95156251504
2020-04-01 12:00:00+00:00,10114.95156251504
2020-04-01 16:00:00+00:00,10114.95156251504
2020-04-01 20:00:00+00:00,10114.95156251504
2020-04-02 00:00:00+00:00,10114.95156251504
2020-04-02 04:00:00+00:00,10114.95156251504
2020-04-02 08:00:00+00:00,10104.217614152241
2020-04-02 12:00:00+00:00,10094.535754972756
2020-04-02 16:00:00+00:00,10093.565431279763
2020-04-02 20:00:00+00:00,10093.565431279763
2020-04-03 00:00:00+00:00,10093.565431279763
2020-04-03 04:00:00+00:00,10093.565431279763
2020-04-03 08:00:00+00:00,10093.565431279763
2020-04-03 12:00:00+00:00,10093.565431279763
2020-04-03 16:00:00+00:00,10093.565431279763
2020-04-03 20:00:00+00:00,10093.565431279763
2020-04-04 00:00:00+00:00,10093.565431279763
2020-04-04 04:00:00+00:00,10093.565431279763
2020-04-04 08:00:00+00:00,10093.565431279763
2020-04-04 12:00:00+00:00,10089.769627265814
2020-04-04 16:00:00+00:00,10094.169041785313
2020-04-04 20:00:00+00:00,10096.431276458217
2020-04-05 00:00:00+00:00,10111.273373097867
2020-04-05 04:00:00+00:00,10085.791576675952
2020-04-05 08:00:00+00:00,10080.277196334317
2020-04-05 12:00:00+00:00,10080.972353564102
2020-04-05 16:00:00+00:00,10081.785053415782
2020-04-05 20:00:00+00:00,10083.000419865586
2020-04-06 00:00:00+00:00,10080.079631755847
2020-04-06 04:00:00+00:00,10090.038096620732
